1984-04-02,-0.0114610595
1984-04-03,0
1984-04-04,0.006207778
1984-04-05,-0.0053529305
1984-04-06,0.0003648636
1984-04-09,0.0079328896
1984-04-10,0.0047041795
1984-04-11,0.0166576625
1984-04-12,0
1984-04-13,-0.0208130369
1984-04-16,0.0041606368
1984-04-17,0.0054044316
1984-04-18,0
1984-04-19,0
1984-04-20,-0.006987995
1984-04-23,-0.0027066041
1984-04-24,0.0130269586
1984-04-25,0.0099124844
1984-04-26,0.006543461
1984-04-30,-0.0013177545
1984-05-01,0.000791696
1984-05-03,-0.0020216226
1984-05-04,-0.0074863484
1984-05-08,-0.0063892093
1984-05-09,-0.0164329731
1984-05-10,-0.0114410242
1984-05-11,-0.0141453109
1984-05-14,0.0095965713
1984-05-15,0.0168881506
1984-05-16,0.0131590888
1984-05-17,-0.0068075958
1984-05-18,-0.0025252525
1984-05-21,-0.0002712477
1984-05-22,-0.0163697205
1984-05-23,-0.0122287606
1984-05-24,-0.0275528251
1984-05-25,0.0068919307
1984-05-30,-0.0168266946
1984-05-31,-0.0071552891
1984-06-01,0.0395403194
1984-06-04,0.0112422709
1984-06-05,0.0006485084
1984-06-06,0.0095361541
1984-06-07,-0.0161408657
1984-06-08,-9.3214e-05
1984-06-11,-0.0066188123
1984-06-12,-0.0005630631
1984-06-13,-0.0088262911
1984-06-14,-0.0261462675
1984-06-15,0.0069066148
1984-06-18,0.0226065114
1984-06-19,-0.0029286726
1984-06-20,-0.0087170741
1984-06-21,-0.0057350411
1984-06-22,-0.0055758508
1984-06-25,-0.0047370456
1984-06-26,-0.0048567266
1984-06-27,0.0140556369
1984-06-28,-0.0094330542
1984-06-29,0.0118550189
1984-07-02,0.0064342649
1984-07-03,0.0049618321
1984-07-04,0.0092100266
1984-07-05,-0.002069809
1984-07-06,-0.0186669181
1984-07-09,-0.0107599193
1984-07-10,-0.0287462368
1984-07-11,-0.00129987
1984-07-12,-0.0024028835
1984-07-13,-0.0037133681
1984-07-16,0.0135992747
1984-07-17,0.0007950706
1984-07-18,-0.0073485601
1984-07-19,0.0113045218
1984-07-20,-0.0025719656
1984-07-23,-0.0191411286
1984-07-24,-0.0052578362
1984-07-25,0.0227688555
1984-07-26,-0.006658716
1984-07-27,-0.0025012506
1984-07-30,-0.0018054162
1984-07-31,0.0143689711
1984-08-01,0.0223873205
1984-08-02,0.0268384846
1984-08-03,0.0106623891
1984-08-06,-0.015778172
1984-08-07,0.0185922975
1984-08-08,0.0024213075
1984-08-09,0.0039018952
1984-08-10,0.0072182121
1984-08-13,-0.0008269019
1984-08-14,0.004045977
1984-08-15,-0.0185914461
1984-08-16,0.0043859649
1984-08-17,-0.0002787327
1984-08-20,0.0011152416
1984-08-21,0.0134608244
1984-08-22,-0.0102592287
1984-08-23,0.000740398
1984-08-24,0.0035142884
1984-08-28,-0.0005529444
1984-08-29,0.0087597971
1984-08-30,0.0058500914
1984-08-31,0.0047255543
1984-09-03,-0.005065123
1984-09-04,-0.0202727273
1984-09-05,0.0067736847
1984-09-06,0.0151152074
1984-09-07,-0.0044488832
1984-09-10,-0.0041039672
1984-09-11,0.0087912088
1984-09-12,0.0043572985
1984-09-13,0.0039768619
1984-09-14,-0.0054015124
1984-09-17,0.0047067343
1984-09-18,-9.00900900900082e-05
1984-09-19,0.0141454185
1984-09-20,0.0007995736
1984-09-21,0.0023080337
1984-09-24,-0.0106279338
1984-09-25,0.0091307851
1984-09-26,0.0082498004
1984-09-27,0.0081822981
1984-09-28,-0.0073304826
1984-10-01,-0.0205714286
1984-10-02,0.0065523741
1984-10-03,-0.0023185304
1984-10-04,0.0141222739
1984-10-05,0.0022034197
1984-10-08,0.0035177205
1984-10-09,-0.0058715275
1984-10-10,0.0015867419
1984-10-11,0.0036965323
1984-10-12,0.0030690986
1984-10-15,-0.0138998164
1984-10-16,-0.010106383
1984-10-17,-0.0242701057
1984-10-18,0.0155117026
1984-10-19,0.0043383948
1984-10-22,0.0056695464
1984-10-23,0.0139597315
1984-10-24,-0.0045009267
1984-10-25,0.0014184397
1984-10-26,-0.0016820113
1984-10-29,0.0088676066
1984-10-30,0.0138876681
1984-10-31,-0.0044213264
1984-11-01,0.0183733891
1984-11-02,-0.0016246259
1984-11-05,-0.0001712915
1984-11-06,-0.0047969848
1984-11-07,-0.0092098468
1984-11-08,0.003474937
1984-11-09,0.0087438317
1984-11-12,0.0085822176
1984-11-13,0.0013614704
1984-11-14,0.0022093814
1984-11-15,-0.0127183314
1984-11-16,0.0016317417
1984-11-19,-0.0018863071
1984-11-20,-0.0008590327
1984-11-21,0.0053305821
1984-11-22,-0.0135123578
1984-11-23,0.0091894235
1984-11-26,0.0027489047
1984-11-27,0.013278506
1984-11-28,0.0013527224
1984-11-29,0.0017730496
1984-11-30,0.001179941
1984-12-03,0.004461655
1984-12-04,-0.011565538
1984-12-05,-0.0036459217
1984-12-06,0.0034039656
1984-12-07,0.0105164956
1984-12-10,0.0067142258
1984-12-11,-0.0030846186
1984-12-12,-0.0057701957
1984-12-13,0.0112709227
1984-12-14,0.0113116527
1984-12-17,-0.0017271157
